,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description
946,Moneyball,2011,133,7.6,87,75.61,"4,44,941",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
947,What We Do in the Shadows,2014,86,7.6,76,3.33,"1,91,888","Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
948,Stardust,2007,127,7.6,66,38.63,"2,78,725","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
949,Minority Report,2002,145,7.6,80,132.07,"5,69,049","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
950,Hell or High Water,II 2016,102,7.6,88,26.86,"2,41,177","Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
951,Kung Fu Panda,2008,92,7.6,74,215.43,"4,94,504","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
952,My Cousin Vinny,1992,120,7.6,68,52.93,"1,34,043","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
953,Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,68,380.26,"8,18,468","Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
954,The Blind Side,2009,129,7.6,53,255.96,"3,48,096","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
955,The Others,2001,101,7.6,74,96.52,"3,79,382","During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
956,Enter the Dragon,1973,102,7.6,83,25,"1,08,868",A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.
957,The Royal Tenenbaums,2001,110,7.6,76,52.36,"3,04,538",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
958,The Machinist,2004,101,7.6,61,1.08,"4,04,123",An industrial worker who hasn't slept in a year begins to doubt his own sanity.
959,Lethal Weapon,1987,109,7.6,68,65.21,"2,68,356",Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
960,True Grit,2010,110,7.6,80,171.24,"3,49,326",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
961,Mulan,1998,87,7.6,71,120.62,"3,02,791","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
962,The Mitchells vs the Machines,2021,114,7.6,81,,"1,18,830","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
963,After Hours,I 1985,97,7.6,90,10.6,"75,226",An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
964,The Fly,1986,96,7.6,79,40.46,"1,92,980",A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
965,Gone Baby Gone,2007,114,7.6,72,20.3,"2,81,830","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
966,Die Hard with a Vengeance,1995,128,7.6,58,100.01,"3,98,139","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
967,Mad Max 2,1981,96,7.6,77,12.47,"1,87,560","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
968,Searching,III 2018,102,7.6,71,26.02,"1,74,340","After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
969,Despicable Me,2010,95,7.6,72,251.51,"5,65,343","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
970,Snow White and the Seven Dwarfs,1937,83,7.6,96,184.93,"2,07,946","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
971,Eastern Promises,2007,100,7.6,83,17.11,"2,52,676",A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
972,Rushmore,1998,93,7.6,86,17.11,"1,92,763","A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
973,La piel que habito,2011,120,7.6,70,3.19,"1,59,821","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
974,Serbuan maut,2011,101,7.6,73,4.11,"2,11,624",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
975,End of Watch,2012,109,7.6,68,41,"2,58,654","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves."
976,Dawn of the Planet of the Apes,2014,130,7.6,79,208.55,"4,54,534",The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
977,The Jungle Book,1967,78,7.6,65,141.84,"1,91,875",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
978,Match Point,2005,124,7.6,72,23.09,"2,23,380","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
979,Dark Waters,2019,126,7.6,73,,"94,877",A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
980,Gake no ue no Ponyo,2008,101,7.6,86,15.09,"1,53,091","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
981,The Birds,1963,119,7.6,90,11.4,"1,97,671",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
982,From Here to Eternity,1953,118,7.6,85,30.5,"49,249","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
983,Rebel Without a Cause,1955,111,7.6,89,,"94,956","A rebellious young man with a troubled past comes to a new town, finding friends and enemies."
984,I Am Sam,2001,132,7.6,28,40.31,"1,52,927",A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
985,The Bridges of Madison County,1995,135,7.6,69,71.52,"85,715",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
986,The Last King of Scotland,2006,123,7.6,74,17.61,"1,91,771",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
987,Sabrina,1954,113,7.6,72,,"68,022","A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her."
988,25th Hour,2002,135,7.6,69,13.06,"1,82,220","Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
989,United 93,2006,111,7.6,90,31.57,"1,08,852","A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
990,50/50,2011,100,7.6,72,35.01,"3,37,291","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
991,Barton Fink,1991,116,7.6,69,6.15,"1,26,032",A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
992,21 Grams,2003,124,7.6,70,16.29,"2,41,941","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
993,The Taking of Pelham One Two Three,1974,104,7.6,68,2.49,"33,299","Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?"
994,Control,2007,122,7.6,78,0.87,"67,244","A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
995,Philomena,2013,98,7.6,77,37.71,"1,02,336","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
996,Un long dimanche de fiançailles,2004,133,7.6,76,6.17,"75,004","Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
